1,"中学校",
2,"体育連盟",
3,"北海道中学校体育連盟","#"
3,"沖縄県中学校体育連盟","#"
2,"ソフトテニス",
3,"北海道テニス連盟","#"
3,"北海道学生テニス","#"
1,"小学校",
2,"バスケットボール",
3,"全国中学校バスケットボール連盟","#"
